target,feature,gain
pass_touchdown,Past-1-delta_career_interception,18.31669807434082
interception,Past-1-season_rec_td_pct,18.094341278076172
receiving_touchdown,Past-1-season_ypg,18.015729904174805
pass_touchdown,Past-1-season_ypg,18.015729904174805
interception,Past-1-delta_season_ypc,17.9591064453125
pass_touchdown,Past-1-delta_fantasy_points_ppr,17.94921112060547
receiving_touchdown,Past-1-delta_fantasy_points_ppr,17.94921112060547
rushing_yards,Past-2-delta_career_td_pct,17.792247772216797
pass_touchdown,Past-1-delta_career_average_receiving_touchdown,17.716230392456055
receiving_touchdown,Past-1-delta_career_average_receiving_touchdown,17.716230392456055
pass_touchdown,Past-1-season_average_offense_snaps,17.636627197265625
receiving_touchdown,Past-1-season_average_offense_snaps,17.636627197265625
pass_touchdown,Past-1-career_average_fourth_down_failed,17.58238983154297
receiving_touchdown,Past-1-career_average_fourth_down_failed,17.58238983154297
interception,Past-1-delta_career_average_team_offense_snaps,17.57620620727539
receptions,Past-1-interception,17.21759033203125
pass_touchdown,Past-1-delta_career_total_tds,17.192550659179688
receiving_touchdown,Past-1-delta_career_total_tds,17.192550659179688
pass_touchdown,Past-1-delta_touches,17.179393768310547
receiving_touchdown,Past-1-delta_touches,17.179393768310547
pass_touchdown,Past-1-delta_season_average_receptions,17.160812377929688
receiving_touchdown,Past-1-delta_season_average_receptions,17.160812377929688
rushing_yards,Past-2-delta_career_average_pass_touchdown,17.055139541625977
interception,Past-1-career_average_qb_dropback,16.986740112304688
receiving_touchdown,Past-1-delta_season_average_interception,16.935800552368164
pass_touchdown,Past-1-delta_season_average_interception,16.935800552368164
receiving_touchdown,Past-2-season_average_third_down_failed,16.761491775512695
pass_touchdown,Past-2-season_average_third_down_failed,16.761491775512695
pass_touchdown,Past-1-delta_season_shotgun,16.757375717163086
receiving_touchdown,Past-1-delta_season_shotgun,16.757375717163086
interception,Past-1-delta_season_targets_redzone,16.630640029907227
rushing_yards,Past-1-delta_career_receiving_air_yards,16.577714920043945
rushing_yards,Past-1-delta_career_rushing_yards,16.476463317871094
receiving_touchdown,Past-1-season_average_receiving_touchdown_gtg,16.338932037353516
pass_touchdown,Past-1-season_average_receiving_touchdown_gtg,16.338932037353516
rushing_yards,Past-1-draft_year,16.295862197875977
receiving_touchdown,Past-2-adot,16.275583267211914
pass_touchdown,Past-2-adot,16.275583267211914
receiving_touchdown,Past-2-delta_career_fantasy_points_ppr,16.115524291992188
pass_touchdown,Past-2-delta_career_fantasy_points_ppr,16.115524291992188
receiving_touchdown,Past-1-delta_season_third_down_converted,16.042238235473633
pass_touchdown,Past-1-delta_season_third_down_converted,16.042238235473633
pass_touchdown,Past-2-delta_career_offense_snaps,15.68227767944336
receiving_touchdown,Past-2-delta_career_offense_snaps,15.68227767944336
receiving_touchdown,Past-2-delta_season_rec_td_pct,15.493881225585938
pass_touchdown,Past-2-delta_season_rec_td_pct,15.493881225585938
interception,Past-2-season_ypr,15.440141677856445
pass_touchdown,Past-1-career_rec_td_pct,15.41135025024414
receiving_touchdown,Past-1-career_rec_td_pct,15.41135025024414
receiving_touchdown,Past-1-delta_games_missed,15.330005645751953
pass_touchdown,Past-1-delta_games_missed,15.330005645751953
interception,Past-1-delta_career_average_receptions,15.285898208618164
pass_touchdown,Past-2-delta_career_average_first_down_pass,15.191305160522461
receiving_touchdown,Past-2-delta_career_average_first_down_pass,15.191305160522461
pass_touchdown,Past-1-career_average_third_down_failed,14.980124473571777
receiving_touchdown,Past-1-career_average_third_down_failed,14.980124473571777
pass_touchdown,Past-2-season_ypr,14.75887680053711
receiving_touchdown,Past-2-season_ypr,14.75887680053711
receiving_touchdown,Past-1-delta_season_average_yards_after_catch,14.672584533691406
pass_touchdown,Past-1-delta_season_average_yards_after_catch,14.672584533691406
pass_touchdown,Past-2-delta_career_touches,14.644742012023926
receiving_touchdown,Past-2-delta_career_touches,14.644742012023926
pass_touchdown,Past-1-career_average_qb_dropback,14.619308471679688
receiving_touchdown,Past-1-career_average_qb_dropback,14.619308471679688
receiving_touchdown,Past-2-delta_career_average_interception,14.603389739990234
pass_touchdown,Past-2-delta_career_average_interception,14.603389739990234
rushing_yards,Past-2-delta_offense_snaps,14.520853042602539
receiving_touchdown,Past-1-delta_career_targets_gtg,14.47009563446045
pass_touchdown,Past-1-delta_career_targets_gtg,14.47009563446045
rushing_yards,Past-1-no_huddle,14.400253295898438
pass_touchdown,Past-2-delta_td_pct,14.377470970153809
receiving_touchdown,Past-2-delta_td_pct,14.377470970153809
rushing_yards,Past-2-delta_career_third_down_failed,14.200092315673828
receiving_touchdown,Past-1-delta_season_offense_snaps,14.021079063415527
pass_touchdown,Past-1-delta_season_offense_snaps,14.021079063415527
receiving_touchdown,Past-1-delta_season_average_no_huddle,13.98066234588623
pass_touchdown,Past-1-delta_season_average_no_huddle,13.98066234588623
rushing_yards,Past-1-season_rec_td_pct,13.883808135986328
interception,Past-1-third_down_failed,13.804100036621094
receiving_touchdown,Past-2-delta_season_touches,13.716389656066895
pass_touchdown,Past-2-delta_season_touches,13.716389656066895
pass_touchdown,Past-2-delta_yptarget,13.70810317993164
receiving_touchdown,Past-2-delta_yptarget,13.70810317993164
pass_touchdown,Past-1-delta_career_average_standard_ppg,13.626142501831055
receiving_touchdown,Past-1-delta_career_average_standard_ppg,13.626142501831055
receiving_touchdown,Past-1-delta_season_average_third_down_converted,13.564751625061035
pass_touchdown,Past-1-delta_season_average_third_down_converted,13.564751625061035
pass_touchdown,Past-1-delta_season_ypc,13.55373764038086
receiving_touchdown,Past-1-delta_season_ypc,13.55373764038086
fumble,Past-1-career_total_yards,13.488058090209961
receiving_touchdown,Past-2-delta_career_no_huddle,13.457722663879395
pass_touchdown,Past-2-delta_career_no_huddle,13.457722663879395
receiving_touchdown,Past-2-season_average_fourth_down_failed,13.292447090148926
pass_touchdown,Past-2-season_average_fourth_down_failed,13.292447090148926
pass_touchdown,Past-1-career_average_rush_attempts_gtg,13.284439086914062
receiving_touchdown,Past-1-career_average_rush_attempts_gtg,13.284439086914062
pass_touchdown,Past-1-season_average_no_huddle,13.250127792358398
receiving_touchdown,Past-1-season_average_no_huddle,13.250127792358398
pass_touchdown,Past-2-delta_career_ypr,13.239063262939453
receiving_touchdown,Past-2-delta_career_ypr,13.239063262939453
receiving_touchdown,Past-1-career_ypr,13.192550659179688
pass_touchdown,Past-1-career_ypr,13.192550659179688
interception,Past-2-delta_career_shotgun,13.173527717590332
interception,Past-2-delta_season_rush_td_pct,13.145785331726074
pass_touchdown,Past-1-delta_career_average_fourth_down_converted,13.046830177307129
receiving_touchdown,Past-1-delta_career_average_fourth_down_converted,13.046830177307129
receiving_touchdown,Past-1-career_yptouch,13.034539222717285
pass_touchdown,Past-1-career_yptouch,13.034539222717285
receiving_touchdown,Past-1-delta_offense_pct,13.015645980834961
pass_touchdown,Past-1-delta_offense_pct,13.015645980834961
rushing_yards,Past-1-season_average_fantasy_points_ppr,12.819708824157715
interception,Past-1-team_receiving_yards_share,12.657331466674805
receiving_touchdown,Past-2-delta_career_rush_ypg,12.61687183380127
pass_touchdown,Past-2-delta_career_rush_ypg,12.61687183380127
interception,Past-2-career_receiving_touchdown_gtg,12.528005599975586
interception,Past-2-delta_season_ypc,12.492297172546387
interception,Past-2-delta_career_average_team_offense_snaps,12.386387825012207
receiving_touchdown,Past-2-career_average_rush_touchdown_gtg,12.284088134765625
pass_touchdown,Past-2-career_average_rush_touchdown_gtg,12.284088134765625
receiving_touchdown,Past-1-delta_season_targets_redzone,12.191336631774902
pass_touchdown,Past-1-delta_season_targets_redzone,12.191336631774902
receiving_touchdown,Past-2-delta_season_average_fantasy_points_standard,12.13499641418457
pass_touchdown,Past-2-delta_season_average_fantasy_points_standard,12.13499641418457
receiving_touchdown,Past-2-delta_career_third_down_failed,12.114948272705078
pass_touchdown,Past-2-delta_career_third_down_failed,12.114948272705078
interception,Past-2-delta_career_receiving_yards,12.00941276550293
receiving_touchdown,Past-2-delta_career_team_offense_snaps,11.888134956359863
pass_touchdown,Past-2-delta_career_team_offense_snaps,11.888134956359863
pass_touchdown,Past-2-delta_season_first_down_pass,11.878920555114746
receiving_touchdown,Past-2-delta_season_first_down_pass,11.878920555114746
interception,Past-1-season_ypc,11.561807632446289
receiving_touchdown,Past-1-delta_team_offense_snaps,11.543890953063965
pass_touchdown,Past-1-delta_team_offense_snaps,11.543890953063965
pass_touchdown,Past-2-delta_season_yards_after_catch,11.453574180603027
receiving_touchdown,Past-2-delta_season_yards_after_catch,11.453574180603027
receiving_touchdown,Past-2-delta_career_fantasy_points_standard,11.449771881103516
pass_touchdown,Past-2-delta_career_fantasy_points_standard,11.449771881103516
receiving_touchdown,Past-2-season_average_rush_attempts,11.279057502746582
pass_touchdown,Past-2-season_average_rush_attempts,11.279057502746582
pass_touchdown,Past-1-delta_career_fourth_down_failed,11.188887596130371
receiving_touchdown,Past-1-delta_career_fourth_down_failed,11.188887596130371
receiving_touchdown,Past-1-delta_career_average_yards_after_catch,11.17245101928711
pass_touchdown,Past-1-delta_career_average_yards_after_catch,11.17245101928711
receiving_touchdown,Past-1-delta_season_average_receptions_redzone,11.082212448120117
pass_touchdown,Past-1-delta_season_average_receptions_redzone,11.082212448120117
receiving_touchdown,Past-2-delta_career_average_receiving_touchdown,10.949363708496094
pass_touchdown,Past-2-delta_career_average_receiving_touchdown,10.949363708496094
receiving_touchdown,Past-1-career_yards_after_catch,10.774965286254883
pass_touchdown,Past-1-career_yards_after_catch,10.774965286254883
receiving_touchdown,Past-1-season_average_third_down_failed,10.769269943237305
pass_touchdown,Past-1-season_average_third_down_failed,10.769269943237305
interception,Past-2-delta_career_average_fantasy_points_standard,10.738386154174805
pass_touchdown,Past-2-delta_career_average_rushing_yards,10.681168556213379
receiving_touchdown,Past-2-delta_career_average_rushing_yards,10.681168556213379
receiving_touchdown,Past-2-season_average_receiving_touchdown,10.64468002319336
pass_touchdown,Past-2-season_average_receiving_touchdown,10.64468002319336
receiving_touchdown,Past-1-rushing_yards,10.488197326660156
pass_touchdown,Past-1-rushing_yards,10.488197326660156
interception,Past-2-delta_season_average_fantasy_points_ppr,10.38315200805664
interception,Past-2-delta_total_tds,10.380295753479004
interception,Past-1-season_yards_after_catch,10.272817611694336
rush_touchdown,Past-1-qb_scramble,10.214543342590332
interception,Past-2-career_interception,10.208305358886719
interception,Past-2-season_average_third_down_failed,10.19251537322998
pass_touchdown,Past-2-delta_season_average_no_huddle,10.186790466308594
receiving_touchdown,Past-2-delta_season_average_no_huddle,10.186790466308594
interception,Past-1-delta_career_qb_dropback,10.143237113952637
receiving_touchdown,Past-1-delta_career_average_ppr_ppg,10.115962028503418
pass_touchdown,Past-1-delta_career_average_ppr_ppg,10.115962028503418
interception,Past-2-team_pass_touchdown_share,10.089749336242676
receiving_touchdown,Past-1-delta_season_interception,10.089632034301758
pass_touchdown,Past-1-delta_season_interception,10.089632034301758
pass_touchdown,Past-1-delta_yptouch,10.071535110473633
receiving_touchdown,Past-1-delta_yptouch,10.071535110473633
interception,Past-2-season_average_no_huddle,10.060861587524414
interception,Past-1-career_average_no_huddle,9.976947784423828
pass_touchdown,Past-1-delta_total_yards,9.969341278076172
receiving_touchdown,Past-1-delta_total_yards,9.969341278076172
receiving_touchdown,Past-2-delta_career_average_third_down_converted,9.934908866882324
pass_touchdown,Past-2-delta_career_average_third_down_converted,9.934908866882324
interception,Past-1-receiving_yards,9.865195274353027
interception,Past-2-delta_career_pass_touchdown,9.765121459960938
pass_touchdown,Past-1-delta_career_qb_dropback,9.684547424316406
receiving_touchdown,Past-1-delta_career_qb_dropback,9.684547424316406
pass_touchdown,Past-2-delta_season_safety,9.677398681640625
receiving_touchdown,Past-2-delta_season_safety,9.677398681640625
receiving_touchdown,Past-1-team_rush_attempts_share,9.675933837890625
pass_touchdown,Past-1-team_rush_attempts_share,9.675933837890625
interception,Past-1-season_receptions,9.673321723937988
fumble,Past-2-career_rush_ypg,9.588788986206055
rushing_yards,Past-2-career_average_receiving_yards,9.574666976928711
interception,Past-1-career_receptions_redzone,9.509119033813477
interception,Past-1-season_average_third_down_converted,9.355612754821777
interception,Past-1-delta_season_average_third_down_failed,9.351971626281738
interception,Past-1-team_pass_touchdown_share,9.299551963806152
pass_touchdown,Past-1-season_yptouch,9.276371955871582
receiving_touchdown,Past-1-season_yptouch,9.276371955871582
pass_touchdown,Past-1-delta_season_ypr,9.266992568969727
receiving_touchdown,Past-1-delta_season_ypr,9.266992568969727
interception,Past-1-career_average_team_offense_snaps,9.209315299987793
receiving_touchdown,Past-2-season_average_team_offense_snaps,9.161937713623047
pass_touchdown,Past-2-season_average_team_offense_snaps,9.161937713623047
pass_touchdown,Past-1-delta_season_average_shotgun,9.145153999328613
receiving_touchdown,Past-1-delta_season_average_shotgun,9.145153999328613
receiving_touchdown,Past-2-season_average_third_down_converted,9.138897895812988
pass_touchdown,Past-2-season_average_third_down_converted,9.138897895812988
receiving_touchdown,Past-1-delta_career_rec_td_pct,9.055931091308594
pass_touchdown,Past-1-delta_career_rec_td_pct,9.055931091308594
interception,Past-1-season_average_fantasy_points_standard,9.015432357788086
pass_touchdown,Past-1-career_average_receptions,8.99664306640625
receiving_touchdown,Past-1-career_average_receptions,8.99664306640625
interception,Past-1-delta_td_pct,8.922635078430176
interception,Past-2-career_ypa,8.866881370544434
interception,Past-2-career_average_fourth_down_failed,8.762699127197266
receiving_touchdown,Past-2-delta_season_average_first_down_pass,8.748053550720215
pass_touchdown,Past-2-delta_season_average_first_down_pass,8.748053550720215
receiving_touchdown,Past-2-delta_career_average_ppr_ppg,8.663687705993652
pass_touchdown,Past-2-delta_career_average_ppr_ppg,8.663687705993652
pass_touchdown,Past-1-delta_season_targets,8.655111312866211
receiving_touchdown,Past-1-delta_season_targets,8.655111312866211
receiving_touchdown,Past-1-no_huddle,8.625672340393066
pass_touchdown,Past-1-no_huddle,8.625672340393066
receiving_touchdown,Past-2-delta_career_td_pct,8.59294319152832
pass_touchdown,Past-2-delta_career_td_pct,8.59294319152832
pass_touchdown,Past-2-total_tds,8.583888053894043
receiving_touchdown,Past-2-total_tds,8.583888053894043
pass_touchdown,Past-1-delta_career_average_receptions_redzone,8.559755325317383
receiving_touchdown,Past-1-delta_career_average_receptions_redzone,8.559755325317383
receiving_touchdown,Past-1-career_targets_redzone,8.465043067932129
pass_touchdown,Past-1-career_targets_redzone,8.465043067932129
interception,Past-1-season_ypr,8.417290687561035
interception,Past-2-career_no_huddle,8.392196655273438
receiving_touchdown,Past-1-offense_snaps,8.342462539672852
pass_touchdown,Past-1-offense_snaps,8.342462539672852
interception,Past-2-career_average_targets_gtg,8.253665924072266
receiving_touchdown,Past-2-career_average_targets_gtg,8.24705696105957
pass_touchdown,Past-2-career_average_targets_gtg,8.24705696105957
receiving_touchdown,Past-1-career_offense_snaps,8.160370826721191
pass_touchdown,Past-1-career_offense_snaps,8.160370826721191
receiving_touchdown,Past-2-career_yards_after_catch,8.142093658447266
pass_touchdown,Past-2-career_yards_after_catch,8.142093658447266
interception,Past-1-delta_career_team_offense_snaps,8.107236862182617
pass_touchdown,Past-2-delta_season_ypg,7.932065010070801
receiving_touchdown,Past-2-delta_season_ypg,7.932065010070801
receiving_touchdown,Past-1-age,7.905954837799072
pass_touchdown,Past-1-age,7.905954837799072
interception,Past-2-career_average_interception,7.892664432525635
pass_touchdown,Past-2-delta_season_average_receiving_touchdown_gtg,7.833321571350098
receiving_touchdown,Past-2-delta_season_average_receiving_touchdown_gtg,7.833321571350098
pass_touchdown,Past-2-delta_career_targets_redzone,7.824429988861084
receiving_touchdown,Past-2-delta_career_targets_redzone,7.824429988861084
receiving_touchdown,Past-2-season_average_receptions_gtg,7.806865692138672
pass_touchdown,Past-2-season_average_receptions_gtg,7.806865692138672
receiving_touchdown,Past-2-delta_season_average_receptions_redzone,7.69276237487793
pass_touchdown,Past-2-delta_season_average_receptions_redzone,7.69276237487793
interception,Past-1-career_average_receiving_air_yards,7.573171138763428
receiving_touchdown,Past-1-delta_career_average_targets_gtg,7.538218021392822
pass_touchdown,Past-1-delta_career_average_targets_gtg,7.538218021392822
interception,Past-1-career_yptarget,7.43718957901001
interception,Past-2-career_average_fumble_lost,7.39376974105835
interception,Past-1-delta_season_receiving_air_yards,7.377289295196533
pass_touchdown,Past-1-season_no_huddle,7.311977863311768
receiving_touchdown,Past-1-season_no_huddle,7.311977863311768
interception,Past-1-delta_season_receiving_touchdown_redzone,7.192070007324219
pass_touchdown,Past-1-receptions_redzone,7.1618194580078125
receiving_touchdown,Past-1-receptions_redzone,7.1618194580078125
passing_yards,Past-2-team_complete_pass_share,7.151204586029053
interception,Past-2-delta_season_rec_td_pct,7.1415605545043945
interception,Past-2-delta_offense_pct,7.1409149169921875
interception,Past-2-career_average_passing_air_yards,7.0764007568359375
pass_touchdown,Past-1-delta_career_average_rush_touchdown,7.008584976196289
receiving_touchdown,Past-1-delta_career_average_rush_touchdown,7.008584976196289
interception,Past-1-delta_season_no_huddle,6.942525386810303
pass_touchdown,Past-2-delta_career_average_fantasy_points_ppr,6.904327869415283
receiving_touchdown,Past-2-delta_career_average_fantasy_points_ppr,6.904327869415283
receiving_touchdown,Past-2-career_average_targets_redzone,6.883347034454346
pass_touchdown,Past-2-career_average_targets_redzone,6.883347034454346
pass_touchdown,Past-2-delta_season_shotgun,6.882895469665527
receiving_touchdown,Past-2-delta_season_shotgun,6.882895469665527
interception,Past-1-delta_season_average_receiving_touchdown_redzone,6.871220588684082
receiving_touchdown,Past-2-delta_season_average_interception,6.853743076324463
pass_touchdown,Past-2-delta_season_average_interception,6.853743076324463
receiving_touchdown,Past-2-delta_career_average_receptions_redzone,6.8425445556640625
pass_touchdown,Past-2-delta_career_average_receptions_redzone,6.8425445556640625
interception,Past-2-season_average_team_offense_snaps,6.803272724151611
pass_touchdown,Past-1-season_rec_td_pct,6.766898155212402
receiving_touchdown,Past-1-season_rec_td_pct,6.766898155212402
interception,Past-2-season_shotgun,6.757187843322754
pass_touchdown,Past-2-delta_season_average_team_offense_snaps,6.754571437835693
receiving_touchdown,Past-2-delta_season_average_team_offense_snaps,6.754571437835693
pass_touchdown,Past-2-delta_career_ypg,6.732298374176025
receiving_touchdown,Past-2-delta_career_ypg,6.732298374176025
pass_touchdown,Past-1-delta_career_average_touches,6.705231666564941
receiving_touchdown,Past-1-delta_career_average_touches,6.705231666564941
receiving_touchdown,Past-1-qb_dropback,6.691956996917725
pass_touchdown,Past-1-qb_dropback,6.691956996917725
interception,Past-2-delta_season_receptions,6.688234329223633
pass_touchdown,Past-2-season_average_targets_gtg,6.647974014282227
receiving_touchdown,Past-2-season_average_targets_gtg,6.647974014282227
receiving_touchdown,Past-2-season_average_offense_snaps,6.554407596588135
pass_touchdown,Past-2-season_average_offense_snaps,6.554407596588135
pass_touchdown,Past-1-delta_offense_snaps,6.500482559204102
receiving_touchdown,Past-1-delta_offense_snaps,6.500482559204102
interception,Past-1-delta_season_average_fantasy_points_standard,6.464476585388184
receiving_touchdown,Past-1-career_total_yards,6.448904037475586
pass_touchdown,Past-1-career_total_yards,6.448904037475586
pass_touchdown,Past-2-delta_career_total_tds,6.440668106079102
receiving_touchdown,Past-2-delta_career_total_tds,6.440668106079102
receiving_touchdown,Past-1-yptouch,6.388926982879639
pass_touchdown,Past-1-yptouch,6.388926982879639
receiving_touchdown,Past-1-delta_career_third_down_converted,6.375144004821777
pass_touchdown,Past-1-delta_career_third_down_converted,6.375144004821777
receiving_touchdown,Past-2-season_average_fumble,6.3716278076171875
pass_touchdown,Past-2-season_average_fumble,6.3716278076171875
receiving_touchdown,Past-2-career_average_third_down_failed,6.316650867462158
pass_touchdown,Past-2-career_average_third_down_failed,6.316650867462158
fumble,Past-1-season_average_offense_snaps,6.31584358215332
interception,Past-1-season_targets_gtg,6.232612133026123
receiving_touchdown,Past-1-delta_season_average_targets_gtg,6.168684005737305
pass_touchdown,Past-1-delta_season_average_targets_gtg,6.168684005737305
receiving_touchdown,Past-1-delta_career_average_first_down_pass,6.111082077026367
pass_touchdown,Past-1-delta_career_average_first_down_pass,6.111082077026367
interception,Past-1-delta_career_average_ppr_ppg,6.092541217803955
receiving_touchdown,Past-1-season_average_team_offense_snaps,6.085882663726807
pass_touchdown,Past-1-season_average_team_offense_snaps,6.085882663726807
receiving_touchdown,Past-2-career_rush_td_pct,6.024196624755859
pass_touchdown,Past-2-career_rush_td_pct,6.024196624755859
receiving_touchdown,Past-1-career_average_receptions_redzone,6.0220441818237305
pass_touchdown,Past-1-career_average_receptions_redzone,6.0220441818237305
receiving_touchdown,Past-2-rush_attempts,6.019728660583496
pass_touchdown,Past-2-rush_attempts,6.019728660583496
pass_touchdown,Past-2-delta_offense_snaps,6.0082526206970215
receiving_touchdown,Past-2-delta_offense_snaps,6.0082526206970215
interception,Past-1-career_interception,5.991888999938965
pass_touchdown,Past-2-career_pass_touchdown,5.9846343994140625
receiving_touchdown,Past-2-career_pass_touchdown,5.9846343994140625
fumble,Past-1-career_average_fourth_down_failed,5.962270736694336
interception,Past-1-delta_career_average_receiving_air_yards,5.937107563018799
fumble,Past-2-season_first_down_pass,5.930937767028809
receiving_touchdown,Past-2-career_ypc,5.900173664093018
pass_touchdown,Past-2-career_ypc,5.900173664093018
interception,Past-1-delta_career_average_receiving_touchdown_gtg,5.888538360595703
receiving_touchdown,Past-2-delta_season_average_fourth_down_failed,5.774259090423584
pass_touchdown,Past-2-delta_season_average_fourth_down_failed,5.774259090423584
interception,Past-2-season_td_pct,5.754970550537109
fumble,Past-1-career_average_first_down_pass,5.653307914733887
fumble,Past-2-season_receiving_yards,5.638769149780273
fumble,Past-2-season_average_shotgun,5.634787559509277
interception,Past-1-career_average_targets_gtg,5.620327949523926
interception,Past-1-delta_games_missed,5.580626010894775
fumble,Past-1-career_average_receptions_redzone,5.523841381072998
receiving_touchdown,Past-1-shotgun,5.480093002319336
pass_touchdown,Past-1-shotgun,5.480093002319336
interception,Past-2-career_ypg,5.417613983154297
interception,Past-2-delta_season_receiving_air_yards,5.400978088378906
interception,Past-1-career_average_third_down_failed,5.3891448974609375
receiving_touchdown,Past-2-shotgun,5.291925430297852
pass_touchdown,Past-2-shotgun,5.291925430297852
interception,Past-1-delta_total_yards,5.281009674072266
interception,Past-2-fourth_down_converted,5.271842002868652
interception,Past-1-delta_career_no_huddle,5.2626471519470215
interception,Past-1-delta_career_receptions,5.230671405792236
receiving_touchdown,Past-2-yards_after_catch,5.20355749130249
pass_touchdown,Past-2-yards_after_catch,5.20355749130249
receiving_touchdown,Past-1-career_team_offense_snaps,5.199717998504639
pass_touchdown,Past-1-career_team_offense_snaps,5.199717998504639
receiving_touchdown,Past-1-career_ypc,5.16404390335083
pass_touchdown,Past-1-career_ypc,5.16404390335083
receiving_touchdown,Past-1-delta_season_team_offense_snaps,5.124131202697754
pass_touchdown,Past-1-delta_season_team_offense_snaps,5.124131202697754
interception,Past-2-delta_career_average_receptions_redzone,5.123376369476318
pass_touchdown,Past-2-season_average_rushing_yards,5.1028828620910645
receiving_touchdown,Past-2-season_average_rushing_yards,5.1028828620910645
pass_touchdown,Past-1-delta_career_average_fantasy_points_ppr,5.081211566925049
receiving_touchdown,Past-1-delta_career_average_fantasy_points_ppr,5.081211566925049
pass_touchdown,Past-1-season_average_targets_gtg,5.065693378448486
receiving_touchdown,Past-1-season_average_targets_gtg,5.065693378448486
receiving_touchdown,Past-2-delta_season_average_targets_gtg,5.06385612487793
pass_touchdown,Past-2-delta_season_average_targets_gtg,5.06385612487793
interception,Past-2-delta_career_average_receiving_touchdown,5.047866344451904
rushing_yards,Past-1-career_yptarget,5.0447893142700195
interception,Past-1-delta_career_average_third_down_failed,5.025076866149902
pass_touchdown,Past-1-delta_season_receptions_redzone,5.0191826820373535
receiving_touchdown,Past-1-delta_season_receptions_redzone,5.0191826820373535
interception,Past-2-career_receiving_touchdown_redzone,4.96986198425293
interception,Past-2-career_receptions_gtg,4.932845115661621
fumble,Past-1-yards_after_catch,4.91559362411499
receiving_touchdown,Past-2-delta_games_missed,4.907493591308594
pass_touchdown,Past-2-delta_games_missed,4.907493591308594
fumble,Past-2-fantasy_points_ppr,4.889787673950195
interception,Past-2-delta_career_receiving_touchdown,4.883452892303467
interception,Past-1-delta_career_passing_air_yards,4.869294166564941
interception,Past-2-season_average_fourth_down_converted,4.7995100021362305
interception,Past-2-career_ypr,4.792431831359863
interception,Past-1-season_average_interception,4.756514549255371
pass_touchdown,Past-1-season_average_fumble_lost,4.749335289001465
receiving_touchdown,Past-1-season_average_fumble_lost,4.749335289001465
pass_touchdown,Past-2-ypr,4.640992164611816
receiving_touchdown,Past-2-ypr,4.640992164611816
interception,Past-2-delta_season_average_no_huddle,4.624486923217773
interception,Past-1-age,4.623047351837158
interception,Past-1-yards_after_catch,4.5581207275390625
receiving_touchdown,Past-2-season_total_tds,4.515472888946533
pass_touchdown,Past-2-season_total_tds,4.515472888946533
interception,Past-2-delta_career_fantasy_points_ppr,4.504987716674805
fumble,Past-1-team_rush_attempts_share,4.499691963195801
interception,Past-1-delta_season_average_yards_after_catch,4.489900588989258
receiving_touchdown,Past-1-season_fourth_down_converted,4.476512908935547
pass_touchdown,Past-1-season_fourth_down_converted,4.476512908935547
interception,Past-1-delta_years_exp,4.461832046508789
pass_touchdown,Past-2-season_ypg,4.4432597160339355
receiving_touchdown,Past-2-season_ypg,4.4432597160339355
fumble,Past-1-delta_season_average_fantasy_points_standard,4.426375865936279
fumble,Past-2-season_average_yards_after_catch,4.39740514755249
interception,Past-2-career_average_third_down_failed,4.363844394683838
pass_touchdown,Past-2-career_average_offense_snaps,4.355665683746338
receiving_touchdown,Past-2-career_average_offense_snaps,4.355665683746338
receiving_touchdown,Past-2-delta_career_average_receiving_air_yards,4.35038948059082
pass_touchdown,Past-2-delta_career_average_receiving_air_yards,4.35038948059082
interception,Past-1-adot,4.347728729248047
receiving_touchdown,Past-2-third_down_failed,4.303084373474121
pass_touchdown,Past-2-third_down_failed,4.303084373474121
receiving_touchdown,Past-2-delta_season_average_targets,4.2995171546936035
pass_touchdown,Past-2-delta_season_average_targets,4.2995171546936035
receiving_touchdown,Past-1-season_average_shotgun,4.297297954559326
pass_touchdown,Past-1-season_average_shotgun,4.297297954559326
interception,Past-1-delta_season_average_no_huddle,4.278351783752441
fumble,Past-2-offense_pct,4.2781782150268555
interception,Past-1-career_average_pass_touchdown,4.264288902282715
interception,Past-1-delta_career_yards_after_catch,4.254236221313477
interception,Past-1-team_offense_snaps,4.2278642654418945
interception,Past-2-delta_season_third_down_converted,4.1851911544799805
receiving_touchdown,Past-1-delta_season_yptouch,4.140192985534668
pass_touchdown,Past-1-delta_season_yptouch,4.140192985534668
interception,Past-2-delta_season_average_receiving_yards,4.139349460601807
interception,Past-1-delta_career_receptions_gtg,4.132227897644043
interception,Past-2-adot,4.085978984832764
receiving_touchdown,Past-2-season_average_interception,4.01273775100708
pass_touchdown,Past-2-season_average_interception,4.01273775100708
rushing_yards,Past-2-qb_dropback,3.973031997680664
receiving_touchdown,Past-2-delta_yptouch,3.967231035232544
pass_touchdown,Past-2-delta_yptouch,3.967231035232544
fumble,Past-1-season_average_rush_attempts,3.9511091709136963
interception,Past-2-delta_career_receiving_air_yards,3.9295148849487305
pass_touchdown,Past-2-fumble,3.8809757232666016
receiving_touchdown,Past-2-fumble,3.8809757232666016
interception,Past-2-delta_depth_team,3.8793811798095703
fumble,Past-2-delta_career_rec_ypg,3.8439927101135254
pass_touchdown,Past-1-delta_season_average_first_down_pass,3.8309764862060547
receiving_touchdown,Past-1-delta_season_average_first_down_pass,3.8309764862060547
interception,Past-1-games_missed,3.830796241760254
interception,Past-2-delta_yptouch,3.8129239082336426
